Word;POS;Tag
Yushchenko;NNP;per
Belgian;JJ;gpe
Justine;NNP;per
Henin-Hardenne;NNP;per
Francesca;NNP;per
Schiavone;NNP;per
Open;NNP;org
Open;NN;org
Blake;NNP;per
Nikolay;NNP;per
Davydenko;NNP;per
Igor;NNP;geo
Andreev;NNP;geo
Andreas;NNP;per
Seppi;NNP;per
Breeze;NNP;org
Armenia;NNP;geo
Azerbaijan;NNP;gpe
Armenian;JJ;gpe
Azerbaijani;NNP;geo
Ukraine;NNP;gpe
New;NNP;gpe
York;NNP;gpe
Mayor;NNP;per
Bloomberg;NNP;per
Toussaint;NNP;per
Phnom;NNP;org
Penh;NNP;org
Cambodia;NNP;geo
Foundation;NNP;per
H.I.V./AIDS;NNP;per
Initiative;NNP;per
Muse;NNP;per
Bakara;NNP;geo
Hizbul;JJ;per
Islam;NNP;per
Microsoft;NNP;org
Hanoi;NNP;org
Phan;NNP;per
Van;NNP;per
Khai;NNP;per
Tran;NNP;per
Duc;NNP;per
Luong;NNP;per
Hanoi;NNP;geo
Intel;NNP;org
Kandani;NNP;per
Ngwira;NNP;per
Malawi;NNP;gpe
Weekly;NNP;org
Malawian;JJ;gpe
Willy;NNP;per
Mwaluka;NNP;per
Blantyre;NNP;geo
Lilongwe;NNP;geo
Blantyre;NNP;org
Newspapers;NNP;org
Limited;NNP;org
Brigades;NNS;org
Alexei;NNP;org
Alexeyenko;NNP;org
Valery;NNP;per
Sitnikov;NNP;per
Asians;NNS;gpe
Pyongyang;NNP;geo
Choe;NNP;org
Su;NNP;org
Hon;NNP;org
Christopher;NNP;org
Hill;NNP;org
Kyodo;NNP;geo
Governor;NNP;org
Arnold;NNP;org
Schwarzenegger;NNP;org
Stanley;NNP;per
Tookie;NNP;per
Crips;NNP;geo
Ayatollah;NNP;org
Ali;NNP;org
Khamenei;NNP;org
Yazdi;NNP;per
Mohammad;NNP;per
Akbar;NNP;org
Hashemi;NNP;org
Rafsanjani;NNP;org
Bager;NNP;per
Qalibaf;NNP;per
Mahmoud;NNP;geo
Ahmadinejad;NNP;geo
Guardians;NNPS;org
Nasrallah;NNP;per
Munich;NNP;org
Melinda;NNP;per
Smith;NNP;per
Uribana;NNP;geo
Hooper;NNP;per
Canadian;NNP;org
Service;NNP;org
Ottawa;NNP;geo
Pakistan;NNP;time
Suriname;NNP;geo
OAS;NNP;org
Desi;NNP;per
Bouterse;NNP;per
Parkinson;NNP;geo
Qalqiliya;NNP;geo
Bethlehem;NNP;geo
Maale;NNP;geo
Adumin;NNP;geo
Michoacan;NNP;geo
Muslim;NNP;time
Ramadan;NNP;time
Ariel;NNP;org
Netanyahu;NNP;per
Baidoa;NNP;org
Jowhar;NNP;org
IGAD;NNP;org
Saudi;JJ;org
Mecca;NNP;geo
Omra;NNP;geo
Westerners;NNS;org
Jean;NNP;per
Bertrand;NNP;per
Aristide;NNP;per
Yvon;NNP;per
Neptune;NNP;per
Jocelerme;NNP;per
Privert;NNP;per
Eritrea;NNP;org
Dujail;NNP;geo
Prime;JJ;per
Minister;NN;per
Saad;NNP;per
Rafiq;NNP;per
Western;JJ;per
Statistics;NNPS;org
Recep;NNP;per
Tayyip;NNP;per
Erdogan;NNP;per
Diyarbakir;NNP;geo
Hakkari;NNP;geo
Kurds;NNS;gpe
Recife;NNP;org
Petroleos;NNP;org
PDVSA;NNP;org
Paraguay;NNP;geo
Twitter;NNP;obj
Twitter;NNP;org
Facebook;NNP;obj
Facebook;NNP;org
Google;NNP;obj
Keys;NNPS;geo
District;NNP;per
Federico;NNP;per
Moreno;NNP;per
Sheikh;NNP;per
Khalaf;NNP;per
Bangalore;NNP;geo
Anil;NNP;per
Kumble;NNP;per
Mengistu;NNP;per
Haile;NNP;per
Mariam;NNP;per
Colonel;NNP;org
Mengistu;NNP;org
Addis;NNP;geo
Ababa;NNP;geo
Zimbabwe;VB;geo
Banghazi;NNP;geo
Libya;NNP;geo
Abdullahi;NNP;per
Abdi;NNP;per
Sibghatullah;NNP;per
Mujaddedi;NNP;per
Albanians;NNS;gpe
Qari;NNP;per
Yousaf;NNP;per
Mullah;NNP;per
Srinagar;NNP;geo
Shmatko;NNP;per
Masud;NNP;per
Mir-Kazemi;NNP;per
Fargo;NNP;per
Mercy;NNP;per
Joseph;NNP;org
Tomb;NNP;org
Shimon;NNP;per
Peres;NNP;per
Mohmmed;NNP;per
Dahlan;NNP;per
Fox;NNP;obj
News;NNP;obj
Thad;NNP;per
Allen;NNP;per
Orleans;NNP;geo
Airlines;NNPS;org
Baotou;NNP;geo
Inner;NNP;geo
Mongolia;NNP;geo
CRJ-200;NNP;obj
CRJ-200s;NNPS;obj
Mohmand;NNP;geo
Aktham;NNP;per
Naisse;NNP;per
Martin;NNP;org
Ennals;NNP;org
Foundation;NNP;org
Naise;NNP;org
Damascus;NNP;geo
Defense;NN;org
Liberties;NNS;org
Human;JJ;org
Rights;NNS;org
Representative;NNP;org
Zahedan;NNP;geo
Sunni;NNP;per
Jundollah;NNP;org
Sistan-Baluchistan;NNP;geo
Badr;NNP;per
Rashid;NNP;per
Waheed;NNP;per
Arshad;NNP;per
Mir;NNP;geo
Ali;NNP;geo
Kye-gwan;NNP;per
Koreas;NNP;time
COLUMBUS;NNP;per
CASTRO;NNP;per
US;NNP;org
Straits;NNS;geo
Cote;NNP;gpe
Club;NNP;geo
Five;CD;time
US-backed;JJ;geo
ROK;NNP;geo
DPRK;NNP;geo
KIM;NNP;per
Il;NNP;per
Sung;NNP;per
DPRK;NNP;org
Pyongyang;NNP;per
Jong;NNP;per
KIM;NNP;org
Jong;NNP;org
Un;NNP;org
WMD;NNP;org
Czech;JJ;geo
Great;NNP;org
Dane;NNP;org
Gate;NN;geo
Heaven;NNP;geo
Savo;NNP;per
Todovic;NNP;per
Dom;NNP;org
Foca;NNP;geo
Bosnia-Herzegovina;NNP;geo
Dayton;NNP;org
Accord;NNP;org
G8;NNP;org
Oviedo;NNP;geo
Catalonia;NNP;geo
Queen;NNP;per
Sofia;NNP;per
Girona;NNP;geo
Barcelona;NNP;geo
Catalonians;NNS;gpe
Catalonia;NNP;gpe
Separatist;NNP;org
Spaniards;NNS;gpe
Tenerife;NNP;org
Palma;NNP;org
Southeast;NNP;geo
Gulbuddin;NNP;org
Hekmatyar;NNP;org
Merajudeen;NNP;org
Patan;NNP;org
Paktia;NNP;geo
Immigration;NNP;org
Customs;NNP;org
Enforcement;NNP;org
Ysidro;NNP;geo
Diego;NNP;geo
Thanksgiving;NNP;time
Automobile;NNP;org
Indians;NNS;gpe
Bolivia;NNP;org
Toward;NNP;org
Socialism;NNP;org
MAS;NNP;org
PODEMOS;NNP;org
Chad;NNP;geo
Idriss;NNP;per
Deby;NNP;per
Constitution;NNP;org
Mohamuud;NNP;per
Musse;NNP;per
Gurage;NNP;per
Kismayo;NNP;geo
Lower;NNP;geo
Abdulkadir;NNP;org
Yahya;NNP;org
Brigadier-General;NNP;per
Don;NNP;per
Eid;NNP;org
Al-Adha;NNP;org
Tareq;NNP;per
Bush;NNP;time
Jewish;NNP;org
Jews;NNPS;per
Ural;NNP;org
Emergency;NNP;org
Situations;NNP;org
Mediterranean;NNP;geo
Chelyabinsk;NNP;geo
Eid;NNP;geo
Jama;NNP;per
Masjid;NNP;per
Eid;NNP;per
Bihar;NNP;org
Bengal;NNP;org
Karnataka;NNP;geo
Kerala;NNP;geo
Romania;NNP;per
Bulgaria;NNP;geo
Ivaylo;NNP;per
Kalfin;NNP;per
Seven;NNP;org
I;NNP;org
Holdings;NNPS;org
Seibu;NNP;org
Sogo;NNP;org
Millennium;NNP;geo
Retailing;NNP;geo
Nomura;NNP;org
Securities;NNPS;org
Millennium;NN;geo
Night;NNP;time
Belfort;NNP;geo
Lyon;NNP;geo
CPJ;NNP;org
Ben;NNP;per
Hausa;NNP;org
AIDs;NNP;org
Ebola;NNP;geo
Ashraf;NNP;geo
Haidari;NNP;geo
Hamed;NNP;per
Aberrahman;NNP;per
U.S;NNP;org
Srebrenica;NNP;time
Fred;NNP;per
Eckhard;NNP;per
Cavic;NNP;per
Bosnia;NNP;geo
Raouf;NNP;per
Abdel;NNP;per
Rahman;NNP;per
Tomas;NNP;per
Ojea;NNP;per
Quintana;NNP;per
Argentine;JJ;gpe
Nacion;NNP;org
Hilda;NNP;per
Molina;NNP;per
Nestor;NNP;per
Kirchner;NNP;per
Vasilily;NNP;per
Filipchuk;NNP;per
Novosti;NNP;geo
Sonntags-Blick;NNP;obj
Romania;NNP;geo
Manouchehr;NNP;per
Mottaki;NNP;per
Prince;NNP;per
Jeddah;NNP;geo
Los;NNP;org
Angeles;NNP;org
Haroon;NNP;org
Rashid;NNP;org
Aswat;NNP;org
Aswat;NNP;geo
Relief;NNP;org
Coordinator;NNP;org
Egeland;NNP;per
Public;NNP;org
Servants;NNP;org
Baloyi;NNP;per
Lima;NNP;geo
Amazon;NNP;geo
Darfur;NNP;time
Janjaweed;NNP;geo
Khartoum;NNP;time
Ma;NNP;per
Ying-jeou;NNP;per
Chen;NNP;per
Shui-bian;NNP;per
Taipei;NNP;geo
Tibetan;JJ;gpe
Dalai;NNP;geo
Lama;NNP;geo
Mumbai;NNP;geo
Dharamsala;NNP;geo
Ramallah;NNP;time
Elliott;NNP;per
Abrams;NNP;per
Welch;NNP;per
Adumim;NNP;geo
Barroso;NNP;per
A.U.;NNP;org
Baba;NNP;org
Gana;NNP;org
Kingibe;NNP;org
Salim;NNP;per
Sikhs;NNS;gpe
Sikh;NNP;org
Coalition;NNP;org
Coalition;NN;org
TSA;NNP;org
Commons;NNP;org
Clarke;NNP;per
Bulgarian;JJ;gpe
Arab;NNP;per
Mizhar;NNP;per
Free;NNP;org
Progressive;NNP;org
Buddhist;NNP;org
Summit;NNP;org
Lao;JJ;gpe
Bounnyang;NNP;per
Vorachit;NNP;per
Nenbutsushu;NNP;geo
Buddhist;NNP;geo
Dimona;NNP;geo
Mordechai;NNP;geo
Vanunu;NNP;geo
Karzai;NNP;geo
Bin;NNP;per
Al-Jazeera;NNP;geo
War;NNP;time
Pyongyang;NNP;org
Khalid;NNP;org
Sheikh;NNP;org
Mohammed;NNP;org
Pearl;NNP;geo
Canal;NNP;geo
Gujarat;NNP;geo
Aboul;NNP;per
Gheit;NNP;per
Younes;NNP;per
Chernobyl;NNP;geo
CNBC;NNP;org
Closing;NNP;org
Bell;NNP;org
Naqba;NNP;geo
Total;NNP;geo
Statoil;NNP;geo
BP;NNP;geo
U.S.-based;JJ;org
Chevron;NNP;org
Orinoco;NNP;org
Basin;NNP;org
Accountability;NNP;org
GAO;NNP;org
Martyrs;NNPS;org
Brigades;NNPS;org
Iranians;NNS;gpe
Mohammad;NNP;org
Hassan;NNP;org
Aboutorabi-Fard;NNP;org
Ahmadinejad;NNP;org
Esfandiar;NNP;per
Rahim;NNP;per
Mashaie;NNP;per
Major-General;NNP;org
Khin;NNP;org
Maung;NNP;org
Industry;NNP;org
Thein;NNP;org
Thun;NNP;org
Aye;NNP;org
Frontier;NNP;org
Zamir;NNP;per
Dar;NNP;per
Baluchistan;NNP;org
Kohlu;NNP;geo
Caterpillar;NNP;org
Grenoble;NNP;geo
Benoit;NNP;per
Nicaragua;NNP;geo
Central;NNP;obj
American;NNP;obj
Free;NNP;obj
Trade;NNP;obj
Agreement;NNP;obj
Deputy;NNP;org
Spokesman;NNP;org
Adam;NNP;org
Ereli;NNP;org
Robert;NNP;org
Zoellick;NNP;org
Honduras;NNP;geo
Dominican;NNP;geo
Hosseini;NNP;per
Bolton;NNP;per
John;NNP;geo
F.;NNP;geo
Kennedy;NNP;geo
Nicolas;NNP;geo
Maduro;NNP;geo
Milomir;NNP;per
Stakic;NNP;per
Prijedor;NNP;geo
Chile;NNP;geo
Santiago;NNP;geo
Augusto;NNP;org
Michelle;NNP;per
Bachelet;NNP;per
Kurd;NNP;geo
Jaafari;NNP;per
Leigh;NNP;per
Cabinet;NNP;org
Naked;NNP;obj
Secrets;NNP;obj
Lies;NNP;obj
Sam;NNP;org
Spiegel;NNP;org
Film;NNP;org
Renen;NNP;per
Schorr;NNP;per
Bangladesh;NNP;org
UNICEF;NNP;org
Than;NNP;obj
Him;NNP;obj
Ugandans;NNS;gpe
Peruvian;NN;gpe
Fathi;NNP;per
Mercantile;NNP;org
Exchange;NNP;org
Ahmet;NNP;per
Necdet;NNP;per
Sezer;NNP;per
Khyber;NNP;geo
Pakhtunkhwa;NNP;geo
Dir;NNP;geo
Swat;NNP;per
Valley;NNP;per
Harare;NNP;geo
Zimbabwe;NNP;org
Bobbie;NNP;per
Marie;NNP;per
Vihemina;NNP;per
Prout;NNP;per
Wellington;NNP;per
Chibebe;NNP;per
South;JJ;geo
Nikolai;NNP;per
Alexeyev;NNP;per
Luzhkov;NNP;per
Dmitry;NNP;per
Harare;NNP;org
COSATU;NNP;org
Theodor;NNP;per
Guttenberg;NNP;per
Inspector;NNP;org
Wolfgang;NNP;org
Schneiderhan;NNP;org
Kunduz;NNP;geo
Siirt;NNP;geo
Sultanate;NNP;org
Brunei;NNP;geo
Borneo;NNP;geo
Philippines;NNP;geo
Brunei;NNP;org
Arawak;NNP;time
Carib;NNP;org
Virgin;NNP;org
Islands;NNP;org
Dutch;NNS;gpe
English;NNS;gpe
Leeward;NNP;org
Timber;NNP;time
El;NNP;geo
Salvador;NNP;geo
Khakrez;NNP;geo
Creole;NNP;org
Creole;NNP;obj
English;NNP;obj
Ronald;NNP;per
Cesar;NNP;per
AM;NNP;obj
Lisa;NNP;per
Bryant;NNP;per
Garikoitz;NNP;org
Aspiazu;NNP;org
Rubina;NNP;org
Pyrenees;NNP;geo
Txeroki;NNP;geo
Basque;NNP;geo
Samarra;NNP;geo
Al;NNP;geo
Motors;NNP;org
Chrysler;NNP;per
GM;NNP;org
Cerberus;NNP;org
Capital;NNP;org
Management;NNP;org
Detroit;NNP;geo
Big;NNP;org
Ford;NNP;per
Nissan;NNP;per
Renault;NNP;per
Unites;NNP;geo
Climate;NNP;org
Change;NNP;org
Montreal;NNP;geo
Kyoto;NNP;org
Protocol;NNP;org
Three;CD;time
Cite;NNP;org
Soleil;NNP;org
Jean-Bertrand;NNP;per
Cabinet;NNP;geo
Edouard;NNP;per
Alexis;NNP;per
Abdurrahman;NNP;per
Yalcinkaya;NNP;per
Society;NNP;org
DTP;NNP;org
Grand;NNP;per
Kizza;NNP;org
Besigye;NNP;org
Kampala;NNP;org
Bosco;NNP;org
Katutsi;NNP;org
Mohsen;NNP;geo
Tasalouti;NNP;geo
Saeedlou;NNP;per
Sadeq;NNP;org
Mahsouli;NNP;org
Guards;NNP;org
Nobel;NNP;per
Amir;NNP;per
Peretz;NNP;per
Rowhani;NNP;per
Agha-Mohammadi;NNP;per
IRNA;NNP;org
Rowhani;NNP;org
Than;NNP;per
Shwe;NNP;per
Somalia;NNP;org
Gun;NNP;per
Drugs;NNP;org
Crime;NNP;org
Antonio;NNP;org
Maria;NNP;org
Costa;NNP;org
Wardak;NNP;geo
Hudson-Dean;NNP;per
Pretoria;NNP;geo
Pretoria;NNP;org
Serena;NNP;per
Camille;NNP;per
Pin;NNP;per
Lindsay;NNP;org
Davenport;NNP;org
Karolina;NNP;per
Sprem;NNP;per
Maria;NNP;per
Sharapova;NNP;per
Ashley;NNP;per
Harkleroad;NNP;per
Nadia;NNP;per
Petrova;NNP;per
Belgium;NNP;geo
Andy;NNP;per
Roddick;NNP;per
Wesley;NNP;per
Moodie;NNP;per
Ljubicic;NNP;per
Gaston;NNP;per
Gaudio;NNP;per
Naval;NNP;geo
Jean-Baptiste;NNP;per
Natama;NNP;per
Rumbo;NNP;org
Propio;NNP;org
Lara;NNP;per
Brownfield;NNP;per
Macedonian;JJ;gpe
Vlado;NNP;per
Buckovski;NNP;per
Yasser;NNP;per
Arafat;NNP;per
Shaath;NNP;per
Nasser;NNP;per
Shaath;NNP;org
London-based;JJ;org
Kalameh;NNP;per
Sabz;NNP;per
Hossein;NNP;per
Mousavi;NNP;per
Port;NNP;geo
Harcourt;NNP;geo
Bilfinger;NNP;org
Berger;NNP;org
Jamaicans;NNS;gpe
Asafa;NNP;per
Powell;NNP;per
Usain;NNP;per
Bolt;NNP;per
DN;NNP;event
Galan;NNP;event
Stockholm;NNP;geo
Olympics;NNPS;geo
Tyson;NNP;per
Gay;NNP;per
Jendayi;NNP;org
Frazer;NNP;org
Cancun;NNP;geo
Seattle;NNP;geo
Krzyzewski;NNP;per
Duke;NNP;org
USA;NNP;org
Basketball;NNP;org
Players;NNPS;org
NBA;NNP;org
World;NNP;time
Championship;NNP;time
Eritrean;JJ;gpe
Qin;NNP;per
Gang;NNP;per
Manfred;NNP;per
Nowak;NNP;per
Xinjiang;NNP;geo
Popovkin;NNP;per
Forces;NNP;geo
Warsaw;NNP;org
Pact;NNP;org
Cabinet;NNP;per
Nearly;RB;time
Policy;NNP;org
Javier;NNP;per
Solana;NNP;per
Nader;NNP;org
Shaban;NNP;org
Tung;NNP;per
Chee-hwa;NNP;per
Morning;NNP;org
Javed;NNP;per
Mosque;NNP;geo
Romanian;JJ;gpe
Nasiriyah;NNP;org
Rusafa;NNP;geo
Koran;NNP;org
Jalalabad;NNP;geo
Newsweek;NNP;org
Campaign;NN;org
Cross;NNP;geo
Puebla;NNP;geo
Texmelucan;NNP;per
Hamm;NNP;per
Gymnastics;NNP;org
Oleksander;NNP;org
Horobets;NNPS;org
Dera;NNP;geo
Ismail;NNP;geo
Pekanbara;NNP;geo
Jakarta;NNP;per
Yudhyono;NNP;per
Phil;NNP;per
Spector;NNP;per
Devra;NNP;per
Robitaille;NNP;per
Lana;NNP;per
Clarkson;NNP;per
Raich;NNP;per
Wengen;NNP;geo
Bode;NNP;per
Kjetil;NNP;org
Andre;NNP;org
Aamodt;NNP;org
Norway;NNP;org
Fill;NNP;per
Taji;NNP;org
Rizgar;NNP;per
Amin;NNP;per
Football;NNP;org
Alabama;NNP;geo
NFL;NNP;org
Women;NNP;org
WNBA;NNP;org
Indiana;NNP;geo
Baseball;NNP;org
Dodger;NNP;org
Stadium;NNP;org
Kabila;NNP;per
Walikale;NNP;geo
Rwandan;JJ;gpe
Hutu;NNP;per
Tutsis;NNP;geo
Rwanda;NNP;geo
Buhriz;NNP;org
Hib;NNP;org
Dinesh;NNP;org
Dharmendra;NNP;org
Rajaratnam;NNP;org
Hatf;NNP;org
Six;CD;org
Strategic;NNP;geo
Organization;NNP;geo
Ohrid;NNP;geo
Southeast;NNP;org
Europe;NNP;org
Ministers;NNP;org
Budapest;NNP;geo
Macedonia;NNP;gpe
Greece;NNP;org
Kosovo;NNP;time
Pristina;NNP;geo
Istanbul;NNP;geo
Kalma;NNP;geo
Atwood;NNP;per
Yi;NNP;per
Suli;NNP;per
Elaine;NNP;per
Lu;NNP;per
Atlantic;JJ;geo
Epsilon;NNP;per
Bermuda;NNP;geo
Greek;NNP;obj
Ciudad;NNP;geo
Juarez;NNP;geo
El~Paso;NNP;geo
Typhoon;NNP;event
Longwang;NNP;event
Fuzhou;NNP;geo
Fujian;NNP;geo
Hanjiang;NNP;geo
Yangtze;NNP;org
River;NNP;org
Hubei;NNP;geo
Kashmir;NNP;gpe
Kel;NNP;geo
Indian;NNP;org
Kashmir;NNP;org
India;NNP;gpe
Koksal;NNP;per
Toptan;NNP;per
Joe;NNP;per
Biden;NNP;per
Lawn;NNP;org
Gloria;NNP;org
Estefan;NNP;org
Marc;NNP;per
Anthony;NNP;per
Feliciano;NNP;per
Thalia;NNP;geo
President-elect;NNP;per
Departments;NNS;org
Klain;NNP;per
Interpol;NNP;geo
Dmitri;NNP;per
Duma;NNP;org
Taiwan;NNP;org
Ramstein;NNP;geo
Jim;NNP;per
Ayman;NNP;org
Nour;NNP;org
Tomorrow;NN;time
Ghad;NNP;org
Noaman;NNP;org
Gomaa;NNP;org
Wafd;NNP;org
OPEC;NNP;org
Rafael;NNP;per
Ramirez;NNP;per
Opec;NNP;org
Ghana;NNP;org
L'Aquila;NNP;geo
Accra;NNP;geo
Ghanaian;JJ;gpe
Atta-Mills;NNP;per
Shah;NNP;per
Paktiawal;NNP;per
Brasilia;NNP;geo
Saudia;NNP;geo
Mass;NNP;event
Church;NNP;org
Peace;NNP;event
Foreman;NNP;per
China;NNP;obj
Vladivostok;NNP;time
Disasters;NNP;org
Mussa;NNP;per
Ecweru;NNP;per
Swahili;NNP;geo
Bududa;NNP;geo
Mount;NNP;geo
Elgon;NNP;geo
Transport;NN;org
Australian;NN;gpe
Andrew;NNP;per
Myuran;NNP;per
Sukumaran;NNP;per
Australians;NNS;gpe
Schapelle;NNP;per
Corby;NNP;per
Triumf;NNP;org
Riza;NNP;org
Joachim;NNP;per
Ruecker;NNP;per
Uganda;NNP;org
Kakooza;NNP;per
Entebbe;NNP;geo
Cape;NNP;geo
Verde;NNP;geo
Mauritius;NNP;geo
Saudi;JJ;per
Riyadh;NNP;org
Abdallah;NNP;per
Technology;NNP;org
Arabia;NNP;per
WTO;NNP;org
Sinhalese;NN;org
B.C.;NNP;time
Buddhism;NNP;obj
Anuradhapura;NNP;geo
Polonnaruwa;NNP;geo
Portuguese;NNS;gpe
British;JJ;org
Ceylon;NNP;org
Liberation;NN;org
Tigers;NNS;org
Eelam;NNP;org
LTTE;NNP;org
NZ;NNP;geo
Treaty;NNP;geo
Waitangi;NNP;geo
Victoria;NNP;per
Belarus;NNP;org
Since;IN;time
Minsk;NNP;geo
IMF;NNP;org
Common;JJ;org
Belarusian;JJ;gpe
Hunter;NNP;per
Malaria;NNP;org
Radhia;NNP;per
Achouri;NNP;per
Geneina;NNP;geo
Yanukovych;NNP;per
Edward;NNP;per
Kennedy;NNP;per
Massachusetts;NNP;org
Convention;NNP;org
F.;NNP;per
Denmark;NNP;geo
Copenhagen;NNP;geo
Bosnian;NN;gpe
Sarajevo;NNP;geo
Anbar;NNP;org
Florence;NNP;per
Aubenas;NNP;per
Sahibzada;NNP;org
Anis;NNP;per
Parachinar;NNP;geo
Kurram;NNP;org
Bucharest;NNP;geo
Milososki;NNP;per
W.;NNP;per
Macedonian;NNP;org
MIA;NNP;org
Nikola;NNP;per
Gruevski;NNP;per
Yugoslav;JJ;gpe
Koran;NNP;geo
Postsays;NNPS;org
J.;NNP;per
Belarus;NNP;geo
Milinkevich;NNP;per
Minsk;NNP;per
Vintsuk;NNP;org
Vyachorka;NNP;org
Lukashenko;NNP;per
Soviet;JJ;geo
Special;JJ;org
Reconstruction;NNP;org
Authorization;NNP;org
Fiscal;NNP;org
Vaclav;NNP;per
Havel;NNP;per
Prague;NNP;geo
NATO-led;JJ;org
Directorate;NNP;org
ISAF;NNP;org
Nguyen;NNP;per
Huy;NNP;per
Nga;NNP;per
Guizhou;NNP;geo
Guangdong;NNP;geo
Wal-Mart;NNP;org
Wal-Marts;NNP;geo
Lagos;NNP;per
Abuja;NNP;geo
Goodluck;NNP;per
Jonathan;NNP;per
Mahmud;NNP;per
Khaled;NNP;per
Mashaal;NNP;per
Chechnya;NNP;geo
Grozny;NNP;geo
Turk;NN;gpe
Georgian;NN;gpe
Chechen;JJ;gpe
Ramzan;NNP;per
Kadyrov;NNP;per
Atomstroyexport;NNP;geo
Moscow;NNP;time
Interfax;NNP;geo
Krivtsov;NNP;per
Ronaldo;NNP;per
Sardenberg;NNP;per
Lori;NNP;per
Berenson;NNP;per
Tupac;NNP;org
Amaru;NNP;org
Riyadh;NNP;per
Cheecha;NNP;geo
Watni;NNP;geo
Multan;NNP;geo
Sipah-e-Sahaba;NNP;geo
Major-General;NNP;per
Jason;NNP;per
Kamiya;NNP;per
Mitchell;NNP;per
Spear;NNP;time
Karabilah;NNP;geo
Zalmay;NNP;geo
Khalilzad;NNP;geo
Vines;NNP;org
Ilam;NNP;geo
Barham;NNP;per
Saleh;NNP;per
Sarabjit;NNP;per
Sam;NNP;geo
Houston;NNP;geo
Purple;NNP;org
Hearts;NNS;org
Christmas;NNP;time
Patriot;NNP;org
Samuel;NNP;org
Alito;NNP;org
Kadima;NNP;geo
Ingushetia;NNP;geo
Nazran;NNP;geo
Zyazikov;NNP;per
KGB;NNP;org
Arsamokov;NNP;per
Ossetia;NNP;geo
Ingush;NNP;geo
Orthodox;NNP;geo
Christians;NNPS;geo
Abdel-Rahman;NNP;per
Khalil;NNP;per
Sapporo;NNP;geo
Hokkaido;NNP;geo
Johnston;NNP;per
Western;JJ;geo
Yorkers;NNPS;geo
Year;NNP;geo
Ereli;NNP;per
WFP;NNP;org
Vollsmose;NNP;geo
Odense;NNP;geo
Lene;NNP;per
Espersen;NNP;per
Dane;NN;gpe
Afghanis;NNP;time
Malakand;NNP;geo
Biakand;NNP;org
Korangal;NNP;geo
Mirror;NNP;org
Nuevo;NNP;geo
Laredo;NNP;geo
Garza;NNP;per
Major;NNP;org
Shaukat;NNP;org
Sultan;NNP;org
Musharraf;NNP;geo
Rashid;NN;per
Rauf;NNP;per
Services;NNPS;org
Supply;NNP;org
Shopping;NNP;org
Centers;NNP;org
Janice;NNP;per
Karpinski;NNP;per
Private;NNP;org
First;NNP;org
Class;NNP;org
Lynndie;NNP;org
England;NNP;org
Line;NNP;org
Pascal;NNP;org
Kabungulu;NNP;org
Kibembi;NNP;org
Heirs;NNP;org
Kivu;NNP;geo
Kabungulu;NNP;geo
Bukavu;NNP;geo
Dakar;NNP;geo
Ricci;NNP;per
Shryock;NNP;per
Bagram;NNP;geo
Ghazni;NNP;geo
Enlargement;NNP;org
Rehn;NNP;per
Stabilization;NNP;org
Agreement;NNP;org
Ratko;NNP;per
Mladic;NNP;per
Accords;NNP;org
East;JJ;geo
Portoroz;NNP;geo
Jaap;NNP;org
Hoop;NNP;org
Scheffer;NNP;org
Algiers;NNP;geo
Rostov-on-Don;NNP;geo
Secretary-General;NNP;per
Telesur;NNP;geo
Communications;NNP;org
Congressman;NNP;per
Engineers;NNPS;org
Louis;NNP;geo
Armstrong;NNP;geo
Airport;NNP;geo
Dhangadi;NNP;geo
Nepalese;JJ;gpe
Kuala;NNP;org
Lumpur;NNP;org
Taro;NNP;org
Aso;NNP;org
Nad;NNP;geo
Marjah;NNP;geo
Advisor;NNP;org
Jones;NNP;per
Secretary;NN;org
State;NN;org
Trincomalee;NNP;geo
Nesterenk;NNP;per
Great;NNP;geo
Admiral;NNP;org
Chabanenko;NNP;org
Iskandariyah;NNP;geo
Raad;NNP;per
Tayseer;NNP;per
Tikrit;NNP;geo
Crescent;NNP;org
Al-Nida;NNP;org
Mosque;NNP;org
Endeavouron;NNP;geo
Kibo;NNP;org
Dextre;NNP;org
Emile;NNP;per
Lahoud;NNP;per
Oslo;NNP;geo
Geneva;NNP;geo
Durban;NNP;geo
Western;NNP;org
Ki-moon;NNP;org
Army;NN;per
Rish;NNP;org
Ashfaq;NNP;org
Parvez;NNP;org
Kayani;NNP;org
Lubanga;NNP;per
Fatou;NNP;per
Bensouda;NNP;per
Stuart;NNP;per
Herrington;NNP;per
TF-121;NNP;org
Mexico;NNP;org
Institutional;NNP;org
Madrazo;NNP;per
Everado;NNP;per
PRI;NNP;org
Tobasco;NNP;geo
Arturo;NNP;per
Montiel;NNP;per
Vicente;NNP;per
Fox;NNP;per
Action;NNP;org
Andres;NNP;org
Manual;NNP;org
Lopez;NNP;org
Obrador;NNP;org
Obrador;NNP;per
Congressional;NNP;org
Harry;NNP;per
Reid;NNP;per
Brown;NNP;per
Imam;NNP;per
Imam;NN;org
Shia;NNP;org
Ofakim;NNP;geo
Symonds;NNP;per
R.;NNP;per
P.;NNP;per
Harbhajan;NNP;per
Hogg;NNP;per
Brett;NNP;per
Aussies;NNS;gpe
Perth;NNP;geo
Tajouri;NNP;geo
Darfur;NNP;org
Joey;NNP;per
Cheek;NNP;per
Dana;NNP;per
Perino;NNP;per
