;Sentence #;Word;POS;Tag
119487;;of;IN;O
119488;;the;DT;O
119489;;votes;NNS;O
119490;;counted;VBN;O
119491;;,;,;O
119492;;Prime;NNP;B-per
119493;;Minister;NNP;O
119494;;Adrian;NNP;B-per
119495;;Nastase;NNP;I-per
119496;;and;CC;O
119497;;his;PRP$;O
119498;;Social;NNP;O
119499;;Democrats;NNPS;O
119500;;lead;VBP;O
119501;;Mr.;NNP;B-per
119502;;Basescu;NNP;B-org
119503;;'s;POS;O
119504;;centrist;JJ;O
119505;;alliance;NN;O
119506;;36;CD;O
119507;;percent;NN;O
119508;;to;TO;O
119509;;31;CD;O
119510;;percent;NN;O
119511;;in;IN;O
119512;;the;DT;O
119513;;parliamentary;JJ;O
119514;;election;NN;O
119515;;.;.;O
119516;Sentence: 5449;The;DT;O
119517;;presidential;JJ;O
119518;;election;NN;O
119519;;tally;RB;O
119520;;has;VBZ;O
119521;;Mr.;NNP;B-per
119522;;Nastase;NNP;I-per
119523;;ahead;RB;O
119524;;of;IN;O
119525;;Mr.;NNP;B-per
119526;;Basescu;NNP;B-org
119527;;40;CD;O
119528;;to;TO;O
119529;;34;CD;O
119530;;percent;NN;O
119531;;.;.;O
119532;Sentence: 5450;The;DT;O
119533;;two;CD;O
119534;;candidates;NNS;O
119535;;are;VBP;O
119536;;scheduled;VBN;O
119537;;to;TO;O
119538;;face;VB;O
119539;;each;DT;O
119540;;other;NN;O
119541;;in;IN;O
119542;;a;DT;O
119543;;runoff;NN;O
119544;;election;NN;O
119545;;on;IN;O
119546;;December;NNP;B-time
119547;;12;CD;I-time
119548;;.;.;O
119549;Sentence: 5451;Pro;NNP;B-per
119550;;Democratia;NNP;I-per
119551;;,;,;O
119552;;a;DT;O
119553;;Romanian;JJ;B-gpe
119554;;civil;JJ;O
119555;;rights;NNS;O
119556;;group;NN;O
119557;;,;,;O
119558;;says;VBZ;O
119559;;it;PRP;O
119560;;will;MD;O
119561;;pull;VB;O
119562;;its;PRP$;O
119563;;election;NN;O
119564;;monitors;NNS;O
119565;;from;IN;O
119566;;the;DT;O
119567;;second;JJ;O
119568;;round;NN;O
119569;;of;IN;O
119570;;voting;NN;O
119571;;to;TO;O
119572;;protest;VB;O
119573;;reported;VBN;O
119574;;irregularities;NNS;O
119575;;.;.;O
119576;Sentence: 5452;The;DT;O
119577;;death;NN;O
119578;;toll;NN;O
119579;;from;IN;O
119580;;Saturday;NNP;B-time
119581;;'s;POS;O
119582;;roof;NN;O
119583;;collapse;NN;O
119584;;in;IN;O
119585;;southern;JJ;B-geo
119586;;Poland;NNP;I-geo
119587;;has;VBZ;O
119588;;risen;VBN;O
119589;;to;TO;O
119590;;65;CD;O
119591;;as;IN;O
119592;;rescue;NN;O
119593;;workers;NNS;O
119594;;pulled;VBD;O
119595;;three;CD;O
119596;;more;JJR;O
119597;;bodies;NNS;O
119598;;from;IN;O
119599;;the;DT;O
119600;;wreckage;NN;O
119601;;.;.;O
119602;Sentence: 5453;Among;IN;O
119603;;the;DT;O
119604;;victims;NNS;O
119605;;recovered;VBN;O
119606;;Tuesday;NNP;B-time
119607;;was;VBD;O
119608;;a;DT;O
119609;;Hungarian;NN;B-gpe
119610;;,;,;O
119611;;bringing;VBG;O
119612;;to;TO;O
119613;;nine;CD;O
119614;;the;DT;O
119615;;number;NN;O
119616;;of;IN;O
119617;;foreigners;NNS;O
119618;;who;WP;O
119619;;died;VBD;O
119620;;in;IN;O
119621;;the;DT;O
119622;;accident;NN;O
119623;;.;.;O
119624;Sentence: 5454;The;DT;O
119625;;eight;CD;O
119626;;other;JJ;O
119627;;foreigners;NNS;O
119628;;were;VBD;O
119629;;from;IN;O
119630;;Slovakia;NNP;B-geo
119631;;,;,;O
119632;;the;DT;O
119633;;Czech;JJ;B-gpe
119634;;Republic;NNP;B-geo
119635;;,;,;O
119636;;Germany;NNP;B-geo
119637;;,;,;O
119638;;the;DT;B-geo
119639;;Netherlands;NNP;I-geo
119640;;and;CC;O
119641;;Belgium;NNP;B-geo
119642;;.;.;O
119643;Sentence: 5455;At;IN;O
119644;;least;JJS;O
119645;;160;CD;O
119646;;other;JJ;O
119647;;people;NNS;O
119648;;were;VBD;O
119649;;injured;VBN;O
119650;;.;.;O
119651;Sentence: 5456;About;IN;O
119652;;500;CD;O
119653;;people;NNS;O
119654;;from;IN;O
119655;;across;IN;O
119656;;Europe;NNP;B-geo
119657;;were;VBD;O
119658;;in;IN;O
119659;;a;DT;O
119660;;large;JJ;O
119661;;exhibition;NN;O
119662;;hall;NN;O
119663;;in;IN;O
119664;;the;DT;O
119665;;Katowice;NNP;B-geo
119666;;area;NN;O
119667;;when;WRB;O
119668;;the;DT;O
119669;;building;NN;O
119670;;'s;POS;O
119671;;snow-covered;JJ;O
119672;;roof;NN;O
119673;;caved;VBN;O
119674;;in;IN;O
119675;;.;.;O
119676;Sentence: 5457;A;DT;O
119677;;team;NN;O
119678;;of;IN;O
119679;;experts;NNS;O
119680;;is;VBZ;O
119681;;trying;VBG;O
119682;;to;TO;O
119683;;determine;VB;O
119684;;why;WRB;O
119685;;the;DT;O
119686;;building;NN;O
119687;;collapsed;VBD;O
119688;;.;.;O
119689;Sentence: 5458;Polish;JJ;B-gpe
119690;;authorities;NNS;O
119691;;blame;VBP;O
119692;;the;DT;O
119693;;weight;NN;O
119694;;of;IN;O
119695;;the;DT;O
119696;;snow;NN;O
119697;;on;IN;O
119698;;the;DT;O
119699;;roof;NN;O
119700;;.;.;O
119701;Sentence: 5459;President;NNP;B-per
119702;;Bush;NNP;I-per
119703;;has;VBZ;O
119704;;outlined;VBN;O
119705;;the;DT;O
119706;;agenda;NN;O
119707;;for;IN;O
119708;;his;PRP$;O
119709;;second;JJ;O
119710;;term;NN;O
119711;;in;IN;O
119712;;office;NN;O
119713;;and;CC;O
119714;;has;VBZ;O
119715;;asked;VBN;O
119716;;for;IN;O
119717;;the;DT;O
119718;;support;NN;O
119719;;of;IN;O
119720;;all;DT;O
119721;;Americans;NNS;B-gpe
119722;;,;,;O
119723;;but;CC;O
119724;;Democrats;NNPS;O
119725;;have;VBP;O
119726;;expressed;VBN;O
119727;;reservations;NNS;O
119728;;.;.;O
119729;Sentence: 5460;In;IN;O
119730;;his;PRP$;O
119731;;weekly;JJ;O
119732;;radio;NN;O
119733;;address;NN;O
119734;;Saturday;NNP;B-time
119735;;,;,;O
119736;;Mr.;NNP;B-per
119737;;Bush;NNP;I-per
119738;;promised;VBD;O
119739;;to;TO;O
119740;;reach;VB;O
119741;;out;RP;O
119742;;to;TO;O
119743;;international;JJ;O
119744;;allies;NNS;O
119745;;to;TO;O
119746;;promote;VB;O
119747;;global;JJ;O
119748;;development;NN;O
119749;;and;CC;O
119750;;progress;NN;O
119751;;,;,;O
119752;;defeat;NN;O
119753;;terrorists;NNS;O
119754;;and;CC;O
119755;;encourage;VB;O
119756;;democracy;NN;O
119757;;.;.;O
119758;Sentence: 5461;In;IN;O
119759;;this;DT;O
119760;;country;NN;O
119761;;,;,;O
119762;;he;PRP;O
119763;;pledged;VBD;O
119764;;to;TO;O
119765;;introduce;VB;O
119766;;medical;JJ;O
119767;;malpractice;NN;O
119768;;,;,;O
119769;;education;NN;O
119770;;and;CC;O
119771;;tax;NN;O
119772;;code;NN;O
119773;;reform;NN;O
119774;;and;CC;O
119775;;to;TO;O
119776;;save;VB;O
119777;;the;DT;O
119778;;threatened;JJ;O
119779;;U.S.;NNP;B-org
119780;;Social;NNP;I-org
119781;;Security;NNP;I-org
119782;;system;NN;O
119783;;.;.;O
119784;Sentence: 5462;Responding;VBG;O
119785;;to;TO;O
119786;;the;DT;O
119787;;President;NNP;B-per
119788;;'s;POS;O
119789;;remarks;NNS;O
119790;;in;IN;O
119791;;her;PRP$;O
119792;;own;JJ;O
119793;;radio;NN;O
119794;;address;NN;O
119795;;,;,;O
119796;;House;NNP;B-org
119797;;Democratic;NNP;I-org
119798;;Leader;NNP;I-org
119799;;Nancy;NNP;I-org
119800;;Pelosi;NNP;I-org
119801;;said;VBD;O
119802;;Democrats;NNPS;O
119803;;stand;VBP;O
119804;;ready;JJ;O
119805;;to;TO;O
119806;;work;VB;O
119807;;with;IN;O
119808;;Mr.;NNP;B-per
119809;;Bush;NNP;I-per
119810;;.;.;O
119811;Sentence: 5463;But;CC;O
119812;;the;DT;O
119813;;minority;NN;O
119814;;leader;NN;O
119815;;said;VBD;O
119816;;they;PRP;O
119817;;will;MD;O
119818;;fight;VB;O
119819;;the;DT;O
119820;;President;NNP;B-per
119821;;'s;POS;O
119822;;plans;NNS;O
119823;;on;IN;O
119824;;Social;NNP;B-org
119825;;Security;NNP;I-org
119826;;if;IN;O
119827;;he;PRP;O
119828;;proposes;VBZ;O
119829;;to;TO;O
119830;;privatize;VB;O
119831;;the;DT;O
119832;;system;NN;O
119833;;or;CC;O
119834;;cut;NN;O
119835;;benefits;NNS;O
119836;;.;.;O
119837;Sentence: 5464;Ms.;NNP;B-per
119838;;Pelosi;NNP;I-per
119839;;proposed;VBD;O
119840;;a;DT;O
119841;;nationwide;JJ;O
119842;;transportation;NN;O
119843;;construction;NN;O
119844;;bill;NN;O
119845;;that;IN;O
119846;;she;PRP;O
119847;;said;VBD;O
119848;;would;MD;O
119849;;create;VB;O
119850;;42742;CD;O
119851;;million;CD;O
119852;;new;JJ;O
119853;;jobs;NNS;O
119854;;.;.;O
119855;Sentence: 5465;An;DT;O
119856;;independent;JJ;O
119857;;polling;NN;O
119858;;firm;NN;O
119859;;in;IN;O
119860;;Venezuela;NNP;B-geo
119861;;says;VBZ;O
119862;;President;NNP;B-per
119863;;Hugo;NNP;I-per
119864;;Chavez;NNP;I-per
119865;;is;VBZ;O
119866;;gaining;VBG;O
119867;;support;NN;O
119868;;for;IN;O
119869;;a;DT;O
119870;;February;NNP;B-time
119871;;15;CD;I-time
119872;;referendum;NN;O
119873;;that;WDT;O
119874;;would;MD;O
119875;;abolish;VB;O
119876;;term;NN;O
119877;;limits;NNS;O
119878;;and;CC;O
119879;;allow;VB;O
119880;;him;PRP;O
119881;;to;TO;O
119882;;seek;VB;O
119883;;re-election;NN;O
119884;;indefinitely;RB;O
119885;;.;.;O
119886;Sentence: 5466;The;DT;O
119887;;Datanalisis;NNP;O
119888;;firm;NN;O
119889;;says;VBZ;O
119890;;a;DT;O
119891;;survey;NN;O
119892;;of;IN;O
119893;;1,3;CD;O
119894;;people;NNS;O
119895;;indicates;VBZ;O
119896;;that;IN;O
119897;;more;JJR;O
119898;;than;IN;O
119899;;51;CD;O
119900;;percent;NN;O
119901;;of;IN;O
119902;;voters;NNS;O
119903;;support;VBP;O
119904;;a;DT;O
119905;;constitutional;JJ;O
119906;;amendment;NN;O
119907;;to;TO;O
119908;;end;VB;O
119909;;term;NN;O
119910;;limits;NNS;O
119911;;for;IN;O
119912;;all;DT;O
119913;;elected;VBN;O
119914;;officials;NNS;O
119915;;.;.;O
119916;Sentence: 5467;Last;JJ;O
119917;;month;NN;O
119918;;,;,;O
119919;;another;DT;O
119920;;Datanalisis;NNP;O
119921;;poll;NN;O
119922;;put;VBD;O
119923;;support;NN;O
119924;;for;IN;O
119925;;President;NNP;B-per
119926;;Chavez;NNP;I-per
119927;;'s;POS;O
119928;;proposal;NN;O
119929;;at;IN;O
119930;;below;IN;O
119931;;40;CD;O
119932;;percent;NN;O
119933;;.;.;O
119934;Sentence: 5468;The;DT;O
119935;;current;JJ;O
119936;;constitution;NN;O
119937;;bans;VBZ;O
119938;;the;DT;O
119939;;president;NN;O
119940;;from;IN;O
119941;;running;VBG;O
119942;;again;RB;O
119943;;when;WRB;O
119944;;his;PRP$;O
119945;;term;NN;O
119946;;ends;VBZ;O
119947;;in;IN;O
119948;;2012;CD;B-time
119949;;.;.;O
119950;Sentence: 5469;In;IN;O
119951;;late;JJ;O
119952;;2007;CD;B-time
119953;;,;,;O
119954;;voters;NNS;O
119955;;narrowly;RB;O
119956;;rejected;VBD;O
119957;;a;DT;O
119958;;package;NN;O
119959;;of;IN;O
119960;;measures;NNS;O
119961;;including;VBG;O
119962;;one;CD;O
119963;;that;WDT;O
119964;;would;MD;O
119965;;have;VB;O
119966;;eliminated;VBN;O
119967;;presidential;JJ;O
119968;;term;NN;O
119969;;limits;NNS;O
119970;;.;.;O
119971;Sentence: 5470;In;IN;O
119972;;a;DT;O
119973;;speech;NN;O
119974;;at;IN;O
119975;;that;DT;O
119976;;time;NN;O
119977;;,;,;O
119978;;Mr.;NNP;B-per
119979;;Chavez;NNP;I-per
119980;;said;VBD;O
119981;;the;DT;O
119982;;defeat;NN;O
119983;;was;VBD;O
119984;;only;RB;O
119985;;"""";``;O
119986;;for;IN;O
119987;;now;RB;O
119988;;"""";``;O
119989;;and;CC;O
119990;;that;IN;O
119991;;he;PRP;O
119992;;would;MD;O
119993;;continue;VB;O
119994;;his;PRP$;O
119995;;battle;NN;O
119996;;to;TO;O
119997;;build;VB;O
119998;;socialism;NN;O
119999;;.;.;O
120000;Sentence: 5471;Mr.;NNP;B-per
120001;;Chavez;NNP;I-per
120002;;was;VBD;O
120003;;first;JJ;O
120004;;elected;VBN;O
120005;;in;IN;O
120006;;1998;CD;B-time
120007;;.;.;O
120008;Sentence: 5472;He;PRP;O
120009;;won;VBD;O
120010;;approval;NN;O
120011;;for;IN;O
120012;;a;DT;O
120013;;new;JJ;O
120014;;constitution;NN;O
120015;;the;DT;O
120016;;following;JJ;O
120017;;year;NN;O
120018;;.;.;O
120019;Sentence: 5473;Georgian;JJ;B-gpe
120020;;President;NNP;B-per
120021;;Mikhail;NNP;I-per
120022;;Saakashvili;NNP;I-per
120023;;is;VBZ;O
120024;;expected;VBN;O
120025;;in;IN;O
120026;;Kiev;NNP;B-geo
120027;;Friday;NNP;B-time
120028;;to;TO;O
120029;;take;VB;O
120030;;part;NN;O
120031;;in;IN;O
120032;;a;DT;O
120033;;New;NNP;B-time
120034;;Year;NNP;I-time
120035;;'s;POS;I-time
120036;;Eve;NNP;I-time
120037;;celebration;NN;O
120038;;rally;NN;O
120039;;with;IN;O
120040;;Ukraine;NNP;B-geo
120041;;'s;POS;O
120042;;apparent;JJ;O
120043;;president-elect;JJ;O
120044;;Viktor;NNP;B-per
120045;;Yushchenko;NNP;I-per
120046;;and;CC;O
120047;;his;PRP$;O
120048;;supporters;NNS;O
120049;;.;.;O
120050;Sentence: 5474;The;DT;O
120051;;two;CD;O
120052;;men;NNS;O
120053;;,;,;O
120054;;who;WP;O
120055;;have;VBP;O
120056;;warm;JJ;O
120057;;personal;JJ;O
120058;;ties;NNS;O
120059;;,;,;O
120060;;will;MD;O
120061;;ring;VB;O
120062;;in;IN;O
120063;;the;DT;O
120064;;new;JJ;O
120065;;year;NN;O
120066;;together;RB;O
120067;;,;,;O
120068;;days;NNS;O
120069;;after;IN;O
120070;;Ukraine;NNP;B-geo
120071;;'s;POS;O
120072;;Central;NNP;B-org
120073;;Election;NNP;I-org
120074;;Commission;NNP;I-org
120075;;declared;VBD;O
120076;;Mr.;NNP;B-per
120077;;Yushchenko;NNP;B-org
120078;;the;DT;O
120079;;winner;NN;O
120080;;of;IN;O
120081;;last;JJ;O
120082;;Sunday;NNP;B-time
120083;;'s;POS;O
120084;;runoff;NN;O
120085;;election;NN;O
120086;;.;.;O
120087;Sentence: 5475;Mr.;NNP;B-per
120088;;Saakashvili;NNP;I-per
120089;;came;VBD;O
120090;;to;TO;O
120091;;power;NN;O
120092;;in;IN;O
120093;;January;NNP;B-time
120094;;after;IN;O
120095;;accusing;VBG;O
120096;;his;PRP$;O
120097;;country;NN;O
120098;;'s;POS;O
120099;;government;NN;O
120100;;of;IN;O
120101;;electoral;JJ;O
120102;;fraud;NN;O
120103;;and;CC;O
120104;;mounting;VBG;O
120105;;a;DT;O
120106;;protest;NN;O
120107;;movement;NN;O
120108;;that;WDT;O
120109;;forced;VBD;O
120110;;then-Georgian;JJ;O
120111;;leader;NN;O
120112;;Eduard;NNP;B-per
120113;;Shevardnadze;NNP;I-per
120114;;out;IN;O
120115;;of;IN;O
120116;;power;NN;O
120117;;.;.;O
120118;Sentence: 5476;Mr.;NNP;B-per
120119;;Yushchenko;NNP;B-org
120120;;'s;POS;O
120121;;supporters;NNS;O
120122;;have;VBP;O
120123;;cited;VBN;O
120124;;Mr.;NNP;B-per
120125;;Saakashvili;NNP;I-per
120126;;'s;POS;O
120127;;"""";``;O
120128;;rose;VBD;O
120129;;revolution;NN;O
120130;;"""";``;O
120131;;as;IN;O
120132;;an;DT;O
120133;;inspiration;NN;O
120134;;for;IN;O
120135;;their;PRP$;O
120136;;own;JJ;O
120137;;movement;NN;O
120138;;.;.;O
120139;Sentence: 5477;Meanwhile;RB;O
120140;;,;,;O
120141;;Ukraine;NNP;B-geo
120142;;'s;POS;O
120143;;Central;NNP;B-org
120144;;Election;NNP;I-org
120145;;Commission;NNP;I-org
120146;;has;VBZ;O
120147;;rejected;VBN;O
120148;;complaints;NNS;O
120149;;of;IN;O
120150;;election;NN;O
120151;;fraud;NN;O
120152;;filed;VBN;O
120153;;by;IN;O
120154;;Kremlin-backed;VBN;O
120155;;Prime;NNP;B-per
120156;;Minister;NNP;I-per
120157;;Viktor;NNP;I-per
120158;;Yanukovych;NNP;I-per
120159;;,;,;O
120160;;who;WP;O
120161;;ran;VBD;O
120162;;against;IN;O
120163;;Mr.;NNP;B-per
120164;;Yushchenko;NNP;B-org
120165;;.;.;O
120166;Sentence: 5478;But;CC;O
120167;;a;DT;O
120168;;spokesman;NN;O
120169;;for;IN;O
120170;;the;DT;O
120171;;prime;JJ;O
120172;;minister;NN;O
120173;;says;VBZ;O
120174;;he;PRP;O
120175;;will;MD;O
120176;;not;RB;O
120177;;concede;VB;O
120178;;the;DT;O
120179;;election;NN;O
120180;;.;.;O
120181;Sentence: 5479;An;DT;O
120182;;influential;JJ;O
120183;;Iranian;JJ;B-gpe
120184;;cleric;NN;O
120185;;is;VBZ;O
120186;;calling;VBG;O
120187;;on;IN;O
120188;;Muslim;NNP;B-org
120189;;nations;NNS;O
120190;;to;TO;O
120191;;help;VB;O
120192;;Lebanon;NNP;B-geo
120193;;'s;POS;O
120194;;Hezbollah;NNP;B-org
120195;;guerrillas;NNS;O
120196;;in;IN;O
120197;;their;PRP$;O
120198;;fight;NN;O
120199;;against;IN;O
120200;;Israel;NNP;B-geo
120201;;.;.;O
120202;Sentence: 5480;Ayatollah;NNP;B-per
120203;;Ahmad;NNP;I-per
120204;;Jannati;NNP;I-per
120205;;,;,;O
120206;;who;WP;O
120207;;heads;VBZ;O
120208;;the;DT;O
120209;;powerful;JJ;O
120210;;Guardian;NNP;B-org
120211;;Council;NNP;I-org
120212;;,;,;O
120213;;told;VBD;O
120214;;the;DT;O
120215;;Iranian;JJ;B-gpe
120216;;Students;NNP;B-org
120217;;News;NNP;I-org
120218;;Agency;NNP;I-org
120219;;Tuesday;NNP;B-time
120220;;that;IN;O
120221;;he;PRP;O
120222;;wants;VBZ;O
120223;;Muslims;NNPS;O
120224;;worldwide;VBP;O
120225;;to;TO;O
120226;;provide;VB;O
120227;;arms;NNS;O
120228;;for;IN;O
120229;;Hezbollah;NNP;B-org
120230;;,;,;O
120231;;as;RB;O
120232;;well;RB;O
120233;;political;JJ;O
120234;;and;CC;O
120235;;financial;JJ;O
120236;;support;NN;O
120237;;for;IN;O
120238;;the;DT;O
120239;;militants;NNS;O
120240;;.;.;O
120241;Sentence: 5481;Israel;NNP;B-gpe
120242;;,;,;O
120243;;the;DT;O
120244;;United;NNP;B-gpe
120245;;States;NNPS;I-gpe
120246;;and;CC;O
120247;;allied;JJ;O
120248;;Western;JJ;O
120249;;states;NNS;O
120250;;accuse;VBP;O
120251;;Syria;NNP;B-gpe
120252;;and;CC;O
120253;;Iran;NNP;B-geo
120254;;of;IN;O
120255;;supporting;VBG;O
120256;;Hezbollah;NNP;B-org
120257;;with;IN;O
120258;;arms;NNS;O
120259;;and;CC;O
120260;;cash;NN;O
120261;;.;.;O
120262;Sentence: 5482;Iran;NNP;B-gpe
120263;;says;VBZ;O
120264;;it;PRP;O
120265;;provides;VBZ;O
120266;;only;RB;O
120267;;moral;JJ;O
120268;;and;CC;O
120269;;diplomatic;JJ;O
120270;;support;NN;O
120271;;for;IN;O
120272;;the;DT;O
120273;;Shi'ite;NNP;B-org
120274;;Islamic;NNP;I-org
120275;;group;NN;O
120276;;.;.;O
120277;Sentence: 5483;The;DT;O
120278;;Olympic;JJ;O
120279;;torch;NN;O
120280;;relay;NN;O
120281;;has;VBZ;O
120282;;reached;VBN;O
120283;;Turin;NNP;B-geo
120284;;in;IN;O
120285;;northern;JJ;O
120286;;Italy;NNP;B-geo
120287;;,;,;O
120288;;where;WRB;O
120289;;the;DT;O
120290;;20th;JJ;O
120291;;Olympic;NNP;B-event
120292;;Winter;NNP;I-event
120293;;Games;NNPS;I-event
120294;;open;VBP;O
120295;;Friday;NNP;B-time
120296;;.;.;O
120297;Sentence: 5484;The;DT;O
120298;;Olympic;JJ;O
120299;;flame;NN;O
120300;;was;VBD;O
120301;;carried;VBN;O
120302;;by;IN;O
120303;;more;JJR;O
120304;;than;IN;O
120305;;10;CD;O
120306;;torchbearers;NNS;O
120307;;in;IN;O
120308;;a;DT;O
120309;;64-day;JJ;B-time
120310;;journey;NN;O
120311;;that;WDT;O
120312;;covered;VBD;O
120313;;11,3;CD;O
120314;;kilometers;NNS;O
120315;;.;.;O
120316;Sentence: 5485;The;DT;O
120317;;flame;NN;O
120318;;was;VBD;O
120319;;lit;VBN;O
120320;;at;IN;O
120321;;Olympia;NNP;B-geo
120322;;in;IN;O
120323;;Greece;NNP;B-geo
120324;;two;CD;B-time
120325;;months;NNS;O
120326;;ago;RB;O
120327;;.;.;O
120328;Sentence: 5486;Shortly;RB;O
120329;;before;IN;O
120330;;midday;NN;B-time
120331;;local;JJ;O
120332;;time;NN;B-time
120333;;Thursday;NNP;I-time
120334;;,;,;O
120335;;the;DT;O
120336;;torch;NN;O
120337;;entered;VBD;O
120338;;Turin;NNP;B-org
120339;;through;IN;O
120340;;the;DT;O
120341;;Piazza;NNP;B-geo
120342;;Massaua;NNP;I-geo
120343;;.;.;O
120344;Sentence: 5487;It;PRP;O
120345;;was;VBD;O
120346;;received;VBN;O
120347;;by;IN;O
120348;;the;DT;O
120349;;City;NNP;O
120350;;Police;NNP;O
120351;;Band;NNP;O
120352;;before;IN;O
120353;;being;VBG;O
120354;;carried;VBN;O
120355;;to;TO;O
120356;;the;DT;O
120357;;city;NN;O
120358;;center;NN;O
120359;;.;.;O
120360;Sentence: 5488;Turin-born;JJ;O
120361;;Livio;NNP;B-per
120362;;Berruti;NNP;I-per
120363;;,;,;O
120364;;the;DT;O
120365;;200-meter;JJ;O
120366;;gold;NN;O
120367;;medalist;NN;O
120368;;at;IN;O
120369;;the;DT;O
120370;;1960;CD;B-time
120371;;Olympics;NNPS;B-event
120372;;,;,;O
120373;;will;MD;O
120374;;light;VB;O
120375;;the;DT;O
120376;;cauldron;NN;O
120377;;in;IN;O
120378;;Piazza;NNP;B-geo
120379;;Palazzo;NNP;I-geo
120380;;di;NNP;I-geo
120381;;Citta;NNP;I-geo
120382;;.;.;O
120383;Sentence: 5489;But;CC;O
120384;;the;DT;O
120385;;identity;NN;O
120386;;of;IN;O
120387;;person;NN;O
120388;;who;WP;O
120389;;will;MD;O
120390;;light;VB;O
120391;;the;DT;O
120392;;Olympic;NNP;O
120393;;cauldron;NN;O
120394;;on;IN;O
120395;;Friday;NNP;B-time
120396;;remains;VBZ;O
120397;;a;DT;O
120398;;tightly;RB;O
120399;;guarded;VBN;O
120400;;secret;NN;O
120401;;.;.;O
120402;Sentence: 5490;The;DT;O
120403;;games;NNS;O
120404;;end;VBP;O
120405;;February;NNP;B-time
120406;;26;CD;I-time
120407;;.;.;O
120408;Sentence: 5491;Togo;NNP;B-geo
120409;;'s;POS;O
120410;;election;NN;O
120411;;commission;NN;O
120412;;says;VBZ;O
120413;;ruling;VBG;O
120414;;party;NN;O
120415;;candidate;NN;O
120416;;Faure;NNP;B-per
120417;;Gnassingbe;NNP;I-per
120418;;is;VBZ;O
120419;;the;DT;O
120420;;winner;NN;O
120421;;of;IN;O
120422;;Sunday;NNP;B-time
120423;;'s;POS;O
120424;;presidential;JJ;O
120425;;election;NN;O
120426;;.;.;O
120427;Sentence: 5492;The;DT;O
120428;;commission;NN;O
120429;;chief;NN;O
120430;;(;LRB;O
120431;;Kissem;NNP;B-org
120432;;Tchangai-Walla;NNP;I-org
120433;;);RRB;O
120434;;says;VBZ;O
120435;;Mr.;NNP;B-per
120436;;Gnassingbe;NNP;I-per
120437;;,;,;O
120438;;son;NN;O
120439;;of;IN;O
120440;;the;DT;O
120441;;late;JJ;O
120442;;longtime;JJ;O
120443;;leader;NN;O
120444;;Gnassingbe;NNP;B-per
120445;;Eyadema;NNP;I-per
120446;;,;,;O
120447;;won;VBD;O
120448;;with;IN;O
120449;;just;RB;O
120450;;over;IN;O
120451;;60;CD;O
120452;;percent;NN;O
120453;;of;IN;O
120454;;votes;NNS;O
120455;;cast;VBN;O
120456;;.;.;O
120457;Sentence: 5493;Minutes;NNS;O
120458;;after;IN;O
120459;;the;DT;O
120460;;announcement;NN;O
120461;;,;,;O
120462;;angry;JJ;O
120463;;opposition;NN;O
120464;;youths;NNS;O
120465;;poured;VBD;O
120466;;onto;IN;O
120467;;the;DT;O
120468;;streets;NNS;O
120469;;of;IN;O
120470;;Togo;NNP;B-geo
120471;;'s;POS;O
120472;;capital;NN;O
120473;;,;,;O
120474;;Lome;NNP;B-per
120475;;,;,;O
120476;;setting;VBG;O
120477;;up;RP;O
120478;;burning;NN;O
120479;;barricades;NNS;O
120480;;,;,;O
120481;;throwing;VBG;O
120482;;rocks;NNS;O
120483;;and;CC;O
120484;;attacking;VBG;O
120485;;cars;NNS;O
120486;;.;.;O
120487;Sentence: 5494;Street;NN;O
120488;;violence;NN;O
120489;;and;CC;O
120490;;allegations;NNS;O
120491;;of;IN;O
120492;;fraud;NN;O
120493;;on;IN;O
120494;;both;DT;O
120495;;sides;NNS;O
120496;;marred;VBD;O
120497;;Sunday;NNP;B-time
120498;;'s;POS;O
120499;;election;NN;O
120500;;,;,;O
120501;;which;WDT;O
120502;;was;VBD;O
120503;;organized;VBN;O
120504;;under;IN;O
120505;;pressure;NN;O
120506;;by;IN;O
120507;;West;JJ;O
120508;;African;JJ;B-gpe
120509;;leaders;NNS;O
120510;;after;IN;O
120511;;the;DT;O
120512;;military;JJ;O
120513;;briefly;RB;O
120514;;installed;VBD;O
120515;;Mr.;NNP;B-per
120516;;Gnassingbe;NNP;I-per
120517;;following;VBG;O
120518;;his;PRP$;O
120519;;father;NN;O
120520;;'s;POS;O
120521;;death;NN;O
120522;;in;IN;O
120523;;February;NNP;B-time
120524;;.;.;O
120525;Sentence: 5495;According;VBG;O
120526;;to;TO;O
120527;;the;DT;O
120528;;electoral;JJ;O
120529;;commission;NN;O
120530;;,;,;O
120531;;opposition;NN;O
120532;;candidate;NN;O
120533;;Emmanual;NNP;B-per
120534;;Akitani-Bob;NNP;I-per
120535;;won;VBD;O
120536;;just;RB;O
120537;;over;IN;O
120538;;38;CD;O
120539;;percent;NN;O
120540;;of;IN;O
120541;;the;DT;O
120542;;vote;NN;O
120543;;.;.;O
120544;Sentence: 5496;The;DT;O
120545;;third;JJ;O
120546;;candidate;NN;O
120547;;,;,;O
120548;;Harry;NNP;B-per
120549;;Olympio;NNP;I-per
120550;;,;,;O
120551;;came;VBD;O
120552;;in;IN;O
120553;;last;JJ;O
120554;;with;IN;O
120555;;under;IN;O
120556;;one-percent;JJ;O
120557;;(;LRB;O
120558;;0.55;CD;O
120559;;);RRB;O
120560;;.;.;O
